,Bhasan Char,Illegal Activity,People Leaving,Myanmar Rights Views,Mental Health,Trust,Access to Help,Personal Support,Violence,Camp Condition,Sex,How satisfied are you with the level of hygiene and sanitation in the camp?,"Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?",How satisfied are you with the quality of healthcare you and your family are receiving in the camp?,Do you think you are able to exercise your religion freely in the camp?,"How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?",Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?,Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?,Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?,How satisfied are you with the quality of education you and your family are receiving in the camp?,How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?,How satisfied are you with the income your family makes in the camp?,How do you mostly hear about the news?,Do you consider any Bangladeshis as your friends?,Do you believe Rohingya and Bangladeshis can be good friends?,Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?,Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?,How often do you talk with Rohingya people outside Bangladesh and Myanmar?,How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Where do you think you will be in six months from now?,How do you feel about the future?
176,0,1,1,0,1,0,3,3,1,0,0,4,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,2,1,3,2
177,0,1,1,0,0,0,3,4,1,0,0,4,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,0,3,2
178,0,1,3,0,0,0,3,3,1,0,1,4,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,2,2,0,0,3,1
179,0,1,2,0,3,0,3,4,1,2,1,4,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,1,0,0,2,0,0,7,2
180,0,1,3,2,2,0,3,4,1,2,0,4,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,1,0,0,2,0,0,3,3
181,0,1,0,0,3,0,0,3,2,0,0,4,2,1,2,4,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,0,3,1
182,0,1,0,0,2,0,3,3,1,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,0,0,0,5,0,0,2,0,0,3,1
183,0,1,1,0,3,2,3,4,2,2,0,3,2,1,2,4,2,0,0,0,0,1,2,0,2,0,0,1,0,2,2,0,0,3,1
184,0,1,1,0,1,0,3,4,3,2,0,4,2,0,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,2,2,0,0,3,1
185,0,1,0,0,1,2,3,4,2,0,0,3,2,0,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
186,0,1,0,0,3,0,3,4,2,2,0,4,2,0,2,4,2,0,0,1,1,1,2,0,2,0,0,0,0,0,2,0,0,3,1
187,0,1,3,0,3,2,3,4,2,2,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,1,0,0,2,0,0,3,1
188,0,1,3,0,0,2,3,4,2,2,1,4,2,0,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,0,3,1
189,0,1,3,0,2,2,0,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,2,2,0,0,3,1
190,0,1,1,0,1,0,0,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,0,2,0,0,3,1
191,0,1,0,0,3,2,2,4,2,2,1,3,2,0,2,4,2,0,0,1,0,1,2,0,2,0,0,0,0,0,2,0,1,3,1
192,0,1,1,0,2,0,3,1,0,2,1,4,2,1,2,4,2,0,0,1,0,0,3,2,2,0,0,6,0,0,2,0,1,3,1
193,0,1,2,1,0,4,0,1,3,2,1,3,2,1,2,4,2,0,0,1,1,3,0,2,2,0,0,0,0,0,2,0,0,3,3
194,2,1,4,1,3,6,0,1,0,0,1,3,2,1,2,3,2,0,0,3,1,0,3,2,2,0,0,0,0,2,2,0,0,7,2
195,0,1,2,0,0,0,3,0,4,2,1,4,2,3,2,3,2,0,0,3,0,1,3,2,2,0,0,0,0,2,2,0,1,1,3
196,0,1,4,1,2,0,0,1,1,1,1,3,2,1,2,4,2,0,0,3,1,0,3,2,2,0,0,3,0,2,2,0,1,3,2
197,0,1,2,1,2,0,3,0,3,2,1,4,2,4,2,4,2,0,0,3,0,0,3,2,2,0,0,0,0,0,2,0,1,3,2
198,0,1,2,0,0,4,0,0,1,2,1,3,2,3,2,4,2,0,0,3,1,3,0,2,2,0,0,3,0,0,2,0,1,1,3
199,0,1,2,2,0,3,2,1,3,2,1,3,2,1,2,4,2,0,0,3,0,1,3,2,2,0,0,0,0,2,0,1,0,1,2
200,0,1,2,1,0,0,3,0,1,1,1,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,2,2,0,1,3,3
201,0,1,0,1,0,0,0,0,4,0,1,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,1,10,3
202,0,1,2,1,2,4,0,1,3,2,1,4,2,1,2,4,2,0,0,3,1,3,0,2,2,0,0,3,0,0,2,0,1,9,3
203,0,1,1,1,0,6,3,0,4,0,1,4,2,4,2,3,2,0,0,3,1,3,3,2,2,0,0,0,0,3,2,0,1,9,3
204,3,1,1,1,0,6,3,1,4,2,1,4,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,0,1,1,9,3
205,0,1,2,1,2,0,2,0,4,2,1,4,2,3,2,3,2,0,0,1,0,1,3,2,2,0,0,3,0,2,2,0,1,3,3
206,0,1,2,2,4,0,3,1,3,2,1,4,2,1,2,4,2,0,0,3,1,0,3,2,2,0,0,0,0,0,2,0,1,3,3
207,0,1,2,1,0,0,0,1,3,2,1,4,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,2,2,0,1,0,2
208,0,1,1,0,0,0,2,0,4,0,1,4,2,3,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,2,2,0,1,9,4
209,0,1,4,0,2,0,2,3,3,1,1,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,2,0,0,2,0,0,10,2
210,0,1,2,1,0,4,2,0,4,0,1,4,2,3,2,4,2,0,0,3,0,0,3,0,2,0,0,0,0,0,2,0,1,3,2
211,2,1,1,1,0,1,0,1,0,0,1,3,2,1,2,4,2,0,0,1,1,3,0,2,2,0,0,6,0,0,2,0,0,9,4
212,0,1,4,0,2,6,3,3,4,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,3,2,0,0,3,1
213,0,1,3,0,3,0,3,3,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,3
214,0,1,2,0,2,0,3,1,4,0,0,1,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,2,0,1,0,3,3
215,0,1,2,0,0,0,3,3,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,1,0,0,2,0,0,3,3
216,3,1,1,0,0,0,3,1,4,0,0,3,2,1,2,4,2,0,0,3,3,1,0,2,2,0,0,0,0,1,2,0,0,8,3
217,0,1,2,0,0,4,0,1,3,0,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,0,0,3,0,1,0,3,3
218,0,1,3,0,2,3,0,3,4,0,1,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,3
219,0,1,2,0,0,0,0,1,3,0,1,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,3
220,0,1,2,0,1,0,3,0,2,0,0,3,2,3,2,4,2,0,0,1,3,1,0,2,2,0,0,0,0,0,0,1,1,3,1
221,0,1,2,0,4,0,3,3,3,0,0,3,2,3,2,4,2,0,0,3,3,1,0,2,2,0,0,0,0,0,2,0,0,3,1
222,0,1,2,0,0,0,3,3,3,0,1,1,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,0,1,0,3,1
223,0,1,2,0,0,3,0,3,2,0,0,3,2,1,2,4,2,0,0,3,1,1,0,2,2,0,0,1,0,0,2,0,0,3,1
224,0,1,2,0,0,0,3,1,3,0,1,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
225,0,1,2,0,2,0,3,0,4,0,1,3,2,3,0,4,2,0,0,1,3,1,3,2,2,0,0,0,0,3,2,0,0,3,3
226,0,1,2,0,4,0,3,3,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,1,0,0,2,0,0,3,3
227,1,1,2,0,0,0,3,1,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
228,1,1,2,0,0,0,0,4,4,0,1,1,2,1,2,4,2,0,0,3,3,3,1,2,2,0,0,0,0,0,2,0,0,3,1
229,0,1,3,0,4,0,3,0,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,1,3,1
230,1,1,3,0,0,0,3,3,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,0,0,0,3,1
231,0,1,2,0,0,0,3,1,4,0,1,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,2,0,0,3,3
232,1,1,3,1,4,4,3,1,4,2,1,1,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
233,1,1,3,0,0,4,3,3,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,3
234,1,1,2,0,0,0,3,3,4,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
235,0,1,3,0,4,0,3,3,4,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,3,0,1,0,3,3
236,1,1,2,0,0,3,3,3,4,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
237,0,1,5,1,0,0,0,1,4,2,1,4,2,3,2,4,2,0,0,1,3,3,3,2,2,0,0,0,0,0,2,0,1,3,3
238,0,1,2,0,2,0,2,1,3,1,1,4,2,1,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,0,2,0,1,3,3
239,0,1,4,1,0,6,3,0,3,0,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,6,0,0,2,0,0,3,2
240,0,1,1,0,2,0,0,1,3,2,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,2,1,9,3
241,0,1,5,1,0,4,0,0,4,1,1,4,2,3,2,4,2,0,0,3,3,3,0,2,2,0,0,2,0,0,2,0,1,3,3
242,0,1,2,1,0,5,0,2,3,0,1,4,2,4,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,2,2,0,1,3,3
243,0,1,2,2,3,3,3,0,3,2,1,4,2,3,2,4,2,0,0,4,0,1,3,0,2,0,0,2,0,0,2,0,1,1,2
244,0,1,2,0,2,0,0,1,3,2,1,3,2,1,2,4,2,0,0,3,0,0,3,0,2,0,0,0,0,2,2,0,0,3,3
245,0,1,2,0,0,6,3,0,3,2,1,4,2,3,2,4,2,0,0,3,3,3,3,2,2,0,0,0,0,0,2,0,0,3,3
246,0,1,0,2,0,5,1,2,0,1,1,1,2,1,2,3,2,0,0,3,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
247,0,1,0,2,2,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,1,3
248,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
249,0,1,4,2,1,5,1,2,3,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,1,3
250,0,1,1,2,0,5,1,2,3,1,1,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
251,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
252,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
253,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,2,0,3,1,0,0,0,2,0,0,1,0,0,2,0,1,3,3
254,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
255,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
256,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
257,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
258,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,3,3,0,2,2,0,0,1,0,0,2,0,1,3,3
259,0,1,0,0,2,0,3,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,0,3,1
260,0,1,0,0,1,2,0,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,2,2,0,0,3,1
261,0,1,0,0,1,0,0,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
262,0,1,1,0,4,0,3,4,2,0,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,0,3,1
263,0,1,1,2,0,2,3,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,0,2,0,0,1,1
264,0,1,0,0,3,0,3,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,5,0,0,2,0,0,3,1
265,0,1,0,0,1,0,3,4,2,2,1,1,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,6,0,0,2,0,0,3,1
266,0,1,2,0,0,0,3,4,2,2,1,4,2,1,2,1,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,3,1
267,0,1,0,0,0,0,3,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
268,0,1,1,0,2,2,2,4,2,0,0,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
269,0,1,0,0,4,2,2,4,2,0,0,4,2,1,2,4,2,0,0,1,0,1,0,0,2,0,0,0,0,2,2,0,0,3,3
270,0,1,0,0,0,0,3,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,0,2,0,0,3,1
271,0,1,2,0,0,6,3,1,2,1,0,4,2,4,2,4,2,0,0,3,3,0,3,2,2,0,0,0,0,3,2,0,0,3,0
272,0,1,1,0,4,2,3,3,4,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
273,0,1,5,0,0,0,3,0,2,0,1,3,2,3,2,4,2,0,0,3,1,3,3,2,2,0,0,6,0,0,2,0,0,3,1
274,0,1,2,0,0,0,3,1,2,1,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
275,0,1,3,0,4,6,3,3,2,0,0,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
276,0,1,5,0,3,0,3,3,3,0,0,3,2,3,2,4,2,0,0,3,3,3,0,2,2,0,0,0,0,0,2,0,0,3,1
277,0,1,3,0,3,0,3,3,3,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,1,0,3,2,0,0,3,1
278,0,1,3,0,0,0,3,3,4,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,2,2,0,0,5,1
279,1,1,2,0,0,4,3,3,2,0,1,1,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,0
280,0,1,2,0,2,3,3,1,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,2,2,0,0,3,1
281,0,1,3,0,0,3,3,3,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,1,0,0,2,0,0,3,1
282,0,1,2,0,0,0,3,3,4,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,0,0,0,2,0,0,3,1
283,0,1,1,0,0,3,3,1,4,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,3,2,2,0,3,1
284,0,1,1,0,2,3,3,3,4,0,0,3,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,0,3,1
285,0,1,2,1,0,5,0,1,0,1,1,3,2,3,2,4,2,0,0,1,1,3,0,2,2,0,0,3,0,2,2,0,1,3,2
286,0,1,1,1,2,0,2,1,3,0,1,3,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,2,2,0,0,0,3
287,0,1,1,1,0,6,3,1,0,0,1,4,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,3,0,2,2,0,1,2,3
288,0,1,4,2,0,0,0,2,4,0,1,3,2,1,2,4,2,0,0,3,0,0,3,0,2,0,0,0,0,2,2,0,1,1,2
289,0,2,1,1,2,1,0,1,3,0,1,4,2,3,2,4,2,0,0,1,0,1,3,0,0,0,0,6,0,2,2,0,2,9,3
290,0,1,1,0,0,4,3,1,3,0,1,4,2,1,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,0,2,0,1,3,3
291,0,1,1,1,0,5,0,3,3,2,1,4,2,1,2,4,2,0,0,1,1,3,3,2,2,0,0,2,0,2,2,0,1,9,4
292,0,1,2,1,0,0,3,1,1,2,1,4,2,1,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,2,2,0,0,6,2
293,1,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,0,3,3
294,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,3,3
295,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
296,0,1,1,2,1,5,1,2,0,1,0,1,2,3,2,3,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,0,3,3
297,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,0,3,3
298,0,1,0,0,1,2,3,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,6,0,0,2,0,0,3,1
299,0,1,0,0,2,2,3,4,2,2,0,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
300,0,1,4,2,2,2,3,4,2,0,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,6,0,0,2,0,0,3,1
301,0,1,0,0,3,2,2,4,2,0,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,0,2,0,0,3,1
302,0,1,1,0,4,2,3,4,2,1,0,4,2,1,2,4,2,0,0,1,1,1,0,0,2,0,0,6,0,0,2,0,0,3,1
303,0,1,0,0,0,2,3,4,2,0,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,3,1
304,0,1,0,0,1,0,2,4,2,2,0,4,2,0,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,3,2,0,1,3,1
305,0,1,1,0,1,2,2,4,2,2,0,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,0,3,1
306,0,1,0,0,3,0,2,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
307,0,1,0,0,2,0,3,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,3,1
308,0,1,0,0,3,0,2,4,2,2,0,4,2,1,2,4,2,0,0,1,0,0,3,2,2,0,0,5,0,0,2,0,0,3,1
309,0,1,0,2,3,2,2,4,2,0,0,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,1,3,1
310,0,1,0,0,1,0,2,4,2,0,0,4,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,1,0,0,2,0,1,3,2
311,0,1,1,0,0,0,2,4,2,2,0,4,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,5,0,0,2,0,0,3,1
312,0,1,0,2,3,0,2,4,2,2,0,4,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,0,0,0,2,0,0,3,2
313,0,1,1,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
314,0,1,0,2,0,5,1,2,0,1,1,1,2,1,2,2,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
315,0,1,1,2,2,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
316,0,1,4,2,2,5,1,2,0,1,0,3,2,3,2,3,2,0,0,1,3,3,0,2,2,0,0,1,0,3,2,0,1,1,3
317,0,1,1,2,0,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,3,2,0,1,3,3
318,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,3,2,0,1,3,3
319,0,1,5,0,2,0,3,1,4,2,1,4,2,3,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,0,2,0,1,3,3
320,0,1,2,1,0,1,0,1,3,2,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,2,2,0,1,3,4
321,0,1,1,0,2,0,0,3,2,1,1,4,0,1,2,4,2,0,0,3,1,0,0,0,2,0,0,0,0,2,2,0,1,7,3
322,0,1,3,1,0,3,2,3,3,0,1,1,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,2,0,2,2,0,1,6,3
323,3,1,1,1,0,0,2,3,4,0,1,4,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,2,3,3
324,0,1,2,1,0,3,2,1,3,0,1,4,2,1,2,4,2,0,0,3,0,1,3,0,2,0,0,0,0,2,2,0,2,9,3
325,0,1,1,1,3,3,0,1,3,1,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,2,2,0,2,9,3
326,0,1,1,1,0,3,3,3,3,2,1,4,2,3,2,3,2,0,0,3,1,0,3,0,2,0,0,0,0,2,2,0,2,9,3
327,0,1,4,2,0,0,2,1,3,2,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,2,2,0,1,1,2
328,0,1,5,0,0,5,0,1,3,0,1,4,2,3,2,4,2,0,0,1,1,3,3,2,2,0,0,0,0,2,2,0,1,3,3
329,0,1,2,0,0,3,3,3,3,0,1,3,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,2,3,2
330,0,1,2,2,0,1,0,3,3,2,1,3,2,1,2,3,2,0,0,1,0,0,3,0,2,0,0,6,0,2,2,0,2,1,2
331,0,1,1,1,0,3,3,1,4,0,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,2,2,0,1,3,3
332,0,1,2,0,0,3,2,3,1,0,1,4,2,1,2,4,2,0,0,1,0,1,3,0,0,0,0,0,0,3,2,0,2,3,3
333,0,1,1,0,0,3,0,1,4,2,1,3,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,0,9,3
334,0,2,1,0,0,0,2,1,3,0,1,3,2,1,2,4,2,0,0,1,1,1,3,0,0,0,0,3,0,2,2,0,2,9,3
335,0,1,0,0,2,0,3,3,3,2,1,3,2,1,2,4,2,0,0,1,1,1,3,0,0,0,0,2,0,2,2,0,2,3,3
336,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,0,3,0
337,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,0,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
338,0,1,1,2,1,5,1,0,0,1,0,3,2,3,2,3,2,0,0,1,3,1,3,2,2,0,0,1,0,0,2,0,1,1,3
339,0,1,1,2,1,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,1,3
340,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
341,0,1,1,2,1,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,0,1,3
342,0,1,1,2,1,5,1,2,0,1,0,1,2,3,2,3,2,0,0,3,3,3,0,2,2,0,0,1,0,0,2,0,1,1,3
343,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
344,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
345,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,1,3,2,2,0,0,1,0,0,2,0,1,3,3
346,0,1,1,2,3,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
347,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,1,3,2,2,0,0,1,0,0,2,0,1,3,3
348,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
349,0,1,1,2,0,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,1,3
350,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
351,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,1,3,3
352,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,1,0,2,2,0,0,1,0,0,2,0,1,3,3
353,0,1,2,0,4,4,0,0,3,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,0,3,1
354,0,1,5,0,1,3,0,1,4,2,0,3,2,1,2,4,2,0,0,4,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
355,0,1,3,0,0,0,3,3,4,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
356,0,1,3,0,0,3,0,3,4,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
357,0,1,1,0,0,0,0,3,4,0,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,3,2,0,1,3,1
358,0,1,3,0,1,0,0,1,4,2,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
359,0,1,2,0,0,3,0,0,3,0,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,0,3,1
