,Bhasan Char,Illegal Activity,People Leaving,Myanmar Rights Views,Mental Health,Trust,Access to Help,Personal Support,Violence,Camp Condition,Sex,How satisfied are you with the level of hygiene and sanitation in the camp?,"Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?",How satisfied are you with the quality of healthcare you and your family are receiving in the camp?,Do you think you are able to exercise your religion freely in the camp?,"How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?",Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?,Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?,Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?,How satisfied are you with the quality of education you and your family are receiving in the camp?,How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?,How satisfied are you with the income your family makes in the camp?,How do you mostly hear about the news?,Do you consider any Bangladeshis as your friends?,Do you believe Rohingya and Bangladeshis can be good friends?,Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?,Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?,How often do you talk with Rohingya people outside Bangladesh and Myanmar?,How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Where do you think you will be in six months from now?,How do you feel about the future?
544,0,1,4,2,0,0,1,0,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,1,3
545,0,1,1,2,0,5,1,2,1,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
546,0,1,2,0,0,4,0,1,3,0,1,3,2,3,2,4,2,0,0,1,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
547,0,1,3,0,1,0,0,4,3,0,0,1,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,0,1,0,3,1
548,0,1,2,0,3,3,0,0,3,0,1,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
549,0,1,3,0,0,4,0,3,3,2,1,3,2,1,2,4,2,0,0,1,3,1,2,2,2,0,0,0,0,0,0,1,0,3,1
550,0,1,2,0,2,4,0,4,2,0,0,1,2,1,2,4,2,0,0,1,1,3,0,2,2,0,0,0,0,3,2,0,0,3,1
551,0,1,2,0,0,4,0,3,3,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,3,2,0,0,3,1
552,0,1,1,0,2,3,0,3,3,0,0,3,2,1,2,4,2,0,0,1,3,1,0,2,2,0,0,0,0,0,2,0,0,3,1
553,0,1,3,0,0,6,2,0,4,0,1,3,2,3,2,4,2,2,2,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
554,0,1,2,0,0,6,0,0,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
555,0,1,0,2,1,0,3,3,4,0,0,3,2,1,2,4,2,0,0,1,3,3,3,2,2,0,0,1,0,3,2,0,0,3,1
556,0,1,2,0,1,4,3,3,4,0,0,3,2,1,2,4,2,2,2,3,3,1,3,2,2,0,0,1,0,0,2,0,0,3,1
557,0,1,2,0,0,0,3,0,4,0,1,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
558,0,1,2,0,4,0,0,3,4,0,0,3,2,1,2,4,2,0,0,3,1,1,0,2,2,0,0,1,0,1,0,1,0,3,1
559,0,1,2,0,2,4,3,3,4,0,0,3,2,1,2,3,2,0,0,1,3,1,3,2,2,0,0,1,0,0,2,0,0,5,1
560,0,1,2,0,0,4,3,3,3,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,0,1,0,3,1
561,0,1,2,0,0,0,3,3,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,7,1
562,0,1,2,0,2,4,3,0,4,0,1,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,0,1,0,7,1
563,0,1,2,0,0,4,0,0,3,0,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,3,2,0,0,5,1
564,0,1,0,0,2,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,2,2,0,0,3,1
565,0,1,0,0,0,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,2,2,0,0,3,1
566,0,1,0,0,0,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
567,0,1,0,0,1,0,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,1,3,1
568,0,1,0,0,0,3,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,0,3,1
569,0,1,0,0,0,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
570,0,1,0,0,2,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,0,0,2,0,0,1,0,0,2,0,0,3,1
571,0,1,0,0,1,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
572,0,1,0,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
573,0,1,0,0,1,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
574,0,1,0,0,3,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,1,3,1
575,0,1,3,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,0,3,1
576,0,1,0,0,0,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
577,0,1,0,0,4,0,0,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,1,3,1
578,0,1,0,0,4,2,0,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
579,0,1,0,0,3,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
580,0,1,0,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
581,0,1,0,0,0,0,0,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,0,0,2,0,0,1,0,0,2,0,1,3,1
582,0,1,1,2,0,5,1,2,0,1,0,3,2,3,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
583,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
584,0,1,4,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,0,3,3
585,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
586,0,1,4,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,1,0,2,2,0,0,1,0,0,2,0,1,1,3
587,0,1,4,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,1,1,0,4,2,2,0,0,1,0,0,2,0,1,3,3
588,0,1,4,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,3,3,0,2,2,0,0,1,0,0,2,0,0,1,3
589,0,1,5,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
590,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
591,0,1,1,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
592,0,1,4,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
593,0,1,1,2,3,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,3,2,2,0,0,1,0,0,2,0,0,3,3
594,0,1,1,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
595,0,1,0,2,0,0,1,2,1,1,1,3,2,1,2,3,2,0,0,1,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
596,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,1,1,3
597,0,1,0,0,3,2,0,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,2,2,0,0,3,1
598,0,1,0,0,1,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
599,0,1,0,0,2,0,0,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,2,2,0,0,3,1
600,0,1,0,0,2,0,0,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
601,0,1,0,0,0,2,0,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,0,2,0,0,3,1
602,0,1,0,0,0,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,1,3,1
603,0,1,3,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,0
604,0,1,3,0,2,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
605,0,1,3,0,0,6,2,4,2,0,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,1,0,0,2,0,1,3,1
606,0,1,3,0,0,2,0,4,2,0,1,3,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,1,0,0,2,0,1,3,2
607,0,1,3,2,0,6,2,4,2,0,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,5,0,0,2,0,1,3,1
608,0,1,3,0,3,6,2,4,2,0,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,6,0,0,2,0,1,3,1
609,0,1,2,0,2,4,0,3,3,0,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,2,3,3
610,0,1,2,0,2,0,0,3,3,0,1,4,2,4,2,4,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,1,3,2
611,0,1,1,1,2,3,2,1,3,0,1,3,2,4,2,4,2,0,0,1,3,1,3,0,2,0,0,2,0,0,2,0,1,1,4
612,0,1,2,1,3,6,0,1,3,0,1,3,2,1,2,4,2,0,0,3,1,0,4,0,2,0,0,0,0,0,2,0,1,3,4
613,0,1,2,0,0,5,0,1,4,0,1,3,2,1,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,2,9,3
614,0,1,1,0,0,6,3,1,4,0,1,4,2,1,2,4,2,0,0,1,1,0,3,2,2,0,0,2,0,0,2,0,1,0,3
615,0,1,5,0,2,0,3,1,3,2,1,4,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,0,0,0,2,0,1,3,4
616,0,1,2,2,2,6,0,1,3,0,1,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,2,0,0,2,0,2,3,2
617,0,1,2,0,2,3,1,1,4,1,1,4,2,4,2,4,2,0,0,3,1,1,4,0,2,0,0,0,0,0,2,0,0,6,3
618,0,1,1,0,2,0,3,1,4,0,1,3,2,3,2,4,2,0,0,4,1,0,3,0,2,0,0,0,0,0,2,0,2,9,3
619,0,1,2,0,0,6,0,1,4,0,1,4,2,3,2,4,2,0,0,3,3,1,3,0,0,0,0,2,0,0,2,0,1,6,3
620,0,1,2,0,0,3,0,1,4,1,1,4,2,1,2,3,2,0,0,1,1,3,4,2,2,0,0,0,0,0,2,0,2,3,4
621,0,1,2,0,0,4,0,1,4,2,1,4,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,2,3,3
622,0,1,2,0,0,6,0,1,4,2,1,4,2,3,2,4,2,0,0,3,3,1,4,0,2,0,0,2,0,0,2,0,2,0,3
623,0,1,1,0,2,3,3,3,4,2,1,3,2,1,2,4,2,0,0,3,1,1,4,0,2,0,0,0,0,0,2,0,2,9,3
624,3,1,0,1,0,3,2,1,3,0,1,4,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,2,9,3
625,0,1,2,1,3,0,3,1,4,0,1,3,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,1,3,2
626,0,1,2,0,0,0,3,1,4,2,1,4,2,1,2,4,2,0,0,1,3,3,3,2,2,0,0,0,0,0,2,0,2,3,3
627,0,1,1,0,3,3,0,1,4,0,0,3,2,1,2,4,2,0,0,3,1,1,0,2,2,0,0,1,0,0,0,1,0,5,1
628,0,1,2,0,0,4,0,0,2,0,0,3,2,1,2,4,2,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,3,1
629,0,1,2,0,1,4,0,1,4,0,0,3,2,1,2,4,2,0,0,1,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
630,0,1,2,0,0,6,0,0,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
631,0,1,2,0,0,4,0,0,4,0,0,3,2,3,2,4,2,0,0,1,3,1,0,2,2,0,0,1,0,0,2,0,0,3,1
632,0,1,3,0,0,6,0,1,4,0,0,3,2,3,2,4,2,0,0,3,3,1,0,2,2,0,0,0,0,0,2,0,0,3,1
633,0,1,3,0,0,4,0,1,4,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,1,0,0,0,1,0,3,1
634,0,1,3,0,0,6,0,0,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,5,1
635,0,1,0,0,0,0,0,3,4,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
636,0,1,2,0,0,4,3,0,3,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
637,0,1,0,0,2,1,3,0,4,0,1,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
638,0,1,0,0,3,1,0,3,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,1,0,0,0,1,0,3,1
639,0,1,2,0,0,4,0,0,4,0,0,3,2,3,2,4,2,0,0,3,1,1,0,2,2,0,0,1,0,0,0,1,0,3,1
640,0,1,2,0,0,4,0,0,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,2,0,1,0,7,1
641,0,1,0,0,0,4,0,0,4,0,0,3,2,3,2,4,2,0,2,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
642,0,1,2,0,0,4,0,0,4,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,0,3,1
643,0,1,5,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
644,0,1,1,2,3,0,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
645,0,1,5,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
646,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,3,2,2,0,0,5,0,0,2,0,1,1,3
647,0,1,2,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
648,0,1,1,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
649,0,1,5,2,1,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
650,0,1,2,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,3,3
651,0,1,1,2,1,5,1,2,0,1,0,1,2,1,2,3,2,0,0,3,0,0,0,2,2,0,0,1,0,0,2,0,1,3,3
652,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,3,3
653,0,1,1,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,3,0,0,4,2,2,0,0,1,0,0,2,0,1,1,3
654,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,0,2,2,0,0,1,0,0,2,0,1,1,3
655,0,1,1,2,0,0,1,2,0,1,0,3,2,3,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,1,3,3
656,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
657,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,1,0,2,2,0,0,0,0,0,2,0,1,3,3
658,0,1,1,2,0,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,0,2,2,0,0,5,0,0,2,0,1,3,3
659,0,1,1,2,2,5,1,2,0,1,0,3,2,3,2,3,2,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,1,3,3
660,0,1,2,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,0,0,0,2,0,1,3,3
661,0,1,2,2,0,6,3,1,3,0,1,4,2,3,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,2,3,3
662,0,1,5,0,2,4,0,1,3,1,1,4,2,1,2,4,2,0,0,1,1,0,4,0,2,0,0,0,0,0,2,0,1,3,3
663,0,1,1,0,0,6,3,3,4,2,1,4,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,2,9,3
664,0,1,2,1,2,3,3,3,4,2,1,4,2,1,2,4,2,0,0,1,1,0,4,0,2,0,0,2,0,0,2,0,1,3,4
665,0,1,2,1,0,3,0,1,0,1,1,4,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,0,0,0,2,0,2,3,4
666,0,1,2,0,2,0,3,3,3,0,1,4,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,1,3,3
667,0,1,3,0,2,0,0,1,3,1,1,3,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,1,1,3
668,0,1,2,2,2,5,3,3,0,0,1,4,2,1,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,3,2,0,2,1,2
669,0,1,2,0,0,0,3,1,4,0,1,3,2,3,2,4,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,1,3,3
670,0,1,2,0,0,0,3,3,4,2,1,4,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,2,0,0,2,0,1,3,4
671,0,1,3,0,2,5,0,1,4,0,1,3,2,3,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,1,9,3
672,0,1,2,2,2,0,3,3,3,0,1,3,2,3,2,3,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,0,1,2
673,0,1,2,0,4,3,0,3,3,1,1,1,2,1,2,3,2,0,0,3,1,3,3,0,0,0,0,0,0,0,2,0,1,3,3
674,0,1,2,0,2,4,0,1,3,0,1,3,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,2,0,0,2,0,0,3,3
675,0,1,2,0,0,4,3,1,3,0,1,4,2,3,2,4,2,0,0,3,1,1,4,0,2,0,0,6,0,0,2,0,2,0,3
676,0,1,5,0,0,1,0,3,4,0,1,3,2,3,2,3,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,1,3,3
677,0,1,1,0,2,3,2,3,3,0,1,3,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,2,0,0,2,0,1,9,3
678,3,1,2,0,2,1,0,1,4,2,1,3,2,1,2,3,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,1,3,3
679,0,1,3,0,0,0,3,0,4,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
680,0,1,2,0,0,4,3,0,3,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
681,0,1,3,0,2,3,3,3,2,0,1,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
682,0,1,3,0,4,5,3,3,4,0,1,3,2,1,2,4,2,0,0,3,1,1,1,2,2,0,0,0,0,0,2,0,0,3,1
683,0,1,3,0,1,0,3,3,2,0,0,3,2,3,2,4,2,0,0,3,3,1,1,2,2,0,0,0,0,0,2,0,0,1,1
684,0,1,1,0,3,3,0,0,2,2,0,3,2,3,2,4,2,0,0,1,1,1,0,2,2,0,0,0,0,0,2,0,0,3,1
685,0,1,2,0,0,1,0,3,3,0,1,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
686,0,1,2,0,2,5,0,3,2,0,0,3,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,0,3,1
687,0,1,1,0,0,4,0,0,2,1,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,0,5,1
688,0,1,1,0,0,1,3,0,2,0,0,3,2,1,2,4,2,0,0,1,1,1,3,2,2,0,0,1,0,3,0,1,0,3,1
689,0,1,2,0,1,1,0,0,4,2,0,3,2,3,2,4,2,0,0,3,3,1,0,2,2,0,0,0,0,2,0,1,0,5,1
690,0,1,2,0,4,1,0,3,3,0,1,3,2,1,2,4,2,0,0,1,1,1,3,2,2,0,0,0,0,0,0,1,0,3,1
691,0,1,2,0,4,4,0,1,4,0,0,3,2,3,2,4,2,0,0,3,3,1,0,2,2,0,0,1,0,0,2,0,0,3,1
692,0,1,2,0,0,4,0,0,2,0,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,0,0,1,0,5,1
693,0,1,1,0,0,4,0,0,3,0,0,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,0,1,0,3,1
694,0,1,0,0,2,4,3,3,2,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,7,1
695,0,1,3,0,0,4,3,0,4,0,0,3,2,3,2,4,2,0,0,3,3,0,3,2,2,0,0,0,0,0,2,0,0,3,1
696,0,1,3,0,0,1,3,0,4,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
697,0,1,0,2,3,0,2,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,2,2,0,1,3,2
698,0,1,0,0,0,3,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
699,0,1,0,0,3,2,2,4,2,2,0,3,2,1,2,1,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
700,0,1,0,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,3,1
701,0,1,3,0,2,3,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,2,2,0,0,3,1
702,0,1,0,0,1,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
703,0,1,3,0,3,2,2,4,2,0,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,1,0,0,2,0,1,3,2
704,0,1,0,0,0,0,2,4,2,0,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,0,0,0,2,0,0,3,1
705,0,1,3,0,0,0,2,4,2,0,1,3,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,1,0,0,2,0,1,3,1
706,0,1,3,2,3,0,2,4,2,2,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,1,0,0,2,0,0,3,2
707,0,1,3,0,3,0,0,4,2,0,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,3,1
708,0,1,3,0,3,6,0,4,2,0,1,3,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,5,0,0,2,0,1,3,1
709,0,1,3,0,3,0,0,4,2,0,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,5,0,0,2,0,0,3,2
710,0,1,0,0,1,2,0,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
711,0,1,0,0,0,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
712,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
713,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
714,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,5,0,0,2,0,1,3,3
715,0,1,5,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
716,0,1,1,2,2,5,1,2,0,1,0,3,2,3,2,3,2,0,0,3,0,0,0,2,2,0,0,5,0,0,2,0,1,3,3
717,0,1,5,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,0,2,2,0,0,1,0,0,2,0,1,0,3
718,0,1,5,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,0,0,0,2,0,1,1,3
719,0,1,5,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,0,2,2,0,0,0,0,0,2,0,1,3,3
720,0,1,0,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,1,0,2,2,0,0,0,0,0,2,0,1,3,3
721,0,1,5,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,3,2,2,0,0,0,0,0,2,0,1,3,3
722,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,3,0,0,0,2,2,0,0,5,0,0,2,0,1,3,3
723,0,1,2,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
724,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,0,0,0,2,0,1,3,3
725,0,1,1,2,0,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,0,0,0,2,0,1,3,2
726,0,1,2,0,0,4,0,3,2,0,1,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
727,0,1,2,0,2,3,3,3,2,2,0,3,2,1,2,4,2,0,0,1,3,1,0,2,2,0,0,0,0,0,2,0,1,3,1
